Location,Area,No. of Bedrooms,Price
Thane West,1650,3,17500000
Thane West,1350,3,17500000
Thane West,1350,3,20000000
Goregaon West,711,2,25500000
Goregaon West,921,3,33500000
Goregaon West,1112,3,23900000
Wadala East,1042,2,6000000
Dombivali,1000,2,30000000
Andheri East,1200,3,67000000
Andheri West,2500,4,42500000
Andheri West,1850,3,8016000
Dombivali,809,2,4043000
Dombivali,408,1,4498000
Dombivali,454,1,8294000
Dombivali,834,2,6242000
Dombivali,630,2,6242000
Dombivali,630,2,17500000
Thane West,1775,3,15300000
Thane West,1275,2,11000000
Thane West,1166,2,17700000
Thane West,1338,3,60000000
Bandra West,1118,3,110000000
Andheri West,2550,4,99000000
Andheri West,2073,3,9500000
Malad West,650,1,9000000
Mira Road East,1150,2,2800000
Palidevad,550,1,3300000
Panvel,550,1,9200000
Dahisar,620,1,18000000
Dahisar,1010,2,8000000
Dahisar West,490,1,11700000
Chembur,430,1,17400000
Chembur,624,2,30400000
Chembur,957,3,31000000
Andheri East,1300,3,69900000
Wadala,2005,4,57200000
Wadala,1655,3,30000000
Andheri West,1450,2,8300000
Malad West,725,1,45199999
Kandivali East,1473,3,9500000
Malad West,457,1,9900000
Malad West,480,1,9900000
Malad West,480,1,13300000
Malad West,599,2,14800000
Malad West,669,2,18900000
Chembur,1350,3,16000000
Chembur,1039,2,7950000
Mira Road East,1060,2,5400000
Mira Road East,720,1,8500000
Mira Road East,980,2,37400000
Goregaon West,1224,3,56500000
Goregaon West,1859,4,20000000
Malad East,551,2,7800000
Mira Road East,930,2,8600000
Mira Road East,965,2,30000000
Malad East,797,3,6700000
Mira Road East,950,2,9500000
Mira Road East,1050,2,9300000
Mira Road East,960,2,9300000
Mira Road East,960,2,9700000
Mira Road East,1100,2,8500000
Mira Road East,1050,2,9041000
Bhiwandi,1530,3,9167000
Bhiwandi,1490,3,7881000
Bhiwandi,1295,2,5686000
Bhiwandi,1017,2,10500000
Kanjurmarg,620,1,10600000
Kanjurmarg,650,1,10800000
Kanjurmarg,650,1,6000000
Mira Road East,730,1,12200000
Mira Road East,1235,3,10800000
Mira Road East,1200,2,6400000
Mira Road East,693,1,6400000
Mira Road East,674,1,14500000
Goregaon West,1250,2,7700000
Mira Road East,995,2,5200000
Mira Road East,665,1,17900000
Goregaon East,1300,2,11500000
Malad West,1100,2,9500000
Mira Road East,981,2,13500000
Mira Road East,1386,3,6500000
Mira Road East,693,1,9500000
Mira Road East,981,1,13899999
Powai,750,1,8900000
Mira Road East,1185,3,7900000
Mira Road East,1020,2,5200000
Mira Road East,690,1,5200000
Mira Road East,690,1,5300000
Vikroli East,300,1,6500000
Panvel,1300,2,27500000
Ville Parle East,1180,3,27500000
Ville Parle East,1180,3,14000000
Kandivali West,768,2,5200000
Kandivali West,340,1,4100000
Kandivali West,340,1,4100000
Kandivali West,355,1,3800000
Kandivali West,350,1,4100000
Kandivali West,350,1,3900000
Kandivali West,380,1,3900000
Kandivali West,350,1,5200000
Kandivali West,410,1,3900000
Kandivali West,340,1,4200000
Kandivali West,350,1,4000000
Kandivali West,350,1,4100000
Kandivali West,340,1,4200000
Kandivali West,340,1,4000000
Kandivali West,350,1,4100000
Dombivali,350,1,4000000
Kandivali West,350,1,3700000
Kandivali West,335,1,3800000
Kandivali West,335,1,3800000
Malad West,340,1,3800000
Kandivali West,340,1,52600000
Bandra West,833,2,84500000
Bandra West,1409,3,30200000
Bhandup West,1145,3,50800000
Bhandup West,1815,4,36000000
Andheri West,930,2,39000000
Andheri West,1147,3,71500000
Andheri West,1680,4,58000000
Andheri West,1500,3,101800000
Andheri West,2400,4,47800000
Mahim,815,2,51300000
Mahim,1096,3,20900000
Andheri West,667,2,10000000
Kandivali East,479,1,17300000
Kandivali East,845,2,21600000
Kandivali East,1202,3,32700000
Kandivali East,1763,4,4600000
Panvel,665,1,7400000
Mira Road East,800,2,59000000
Andheri West,2250,3,38000000
Andheri West,1350,2,22000000
Andheri West,1250,2,8628000
Panvel,654,2,9167000
Panvel,686,2,9745000
Panvel,732,2,10000000
Panvel,762,2,8200000
Panvel,608,2,11000000
Panvel,837,2,9013000
Panvel,682,2,12000000
Panvel,931,3,10800000
Panvel,816,3,2200000
Khalapur,650,1,2099000
Khalapur,882,1,6000000
Dombivli (West),750,2,7200000
Panvel,1300,2,6700000
Panvel,1200,2,4750000
Panvel,900,2,16000000
Panvel,2020,3,4700000
Panvel,800,2,4600000
Panvel,910,2,7500000
Panvel,950,2,4500000
Panvel,930,2,8900000
Panvel,1690,3,4900000
Panvel,900,2,13100000
Panvel,2700,4,13100000
Panvel,2700,4,6900000
Panvel,1400,2,9300000
Panvel,1800,3,9500000
Panvel,1800,3,4450000
Panvel,600,1,3800000
Panvel,700,1,6800000
Panvel,1400,2,13500000
Borivali West,650,1,12000000
Dahisar West,680,2,8200000
Dahisar West,550,1,11500000
Dahisar East,780,2,37500000
Borivali West,1600,3,11000000
Dahisar West,625,1,18000000
Borivali West,950,3,15000000
Dahisar West,990,2,8200000
Dahisar West,550,1,14000000
Borivali East,700,2,12500000
Dahisar East,815,2,12500000
Borivali West,570,1,25000000
Borivali West,1160,3,8200000
Dahisar East,485,1,14000000
Dahisar West,800,2,21800000
Malad East,768,2,27500000
Malad East,1055,3,27500000
Malad East,1055,3,43500000
Malad East,1466,4,47500000
Malad East,1906,4,150000000
Andheri West,3100,5,19700000
Goregaon East,709,2,19700000
Goregaon East,709,2,27100000
Goregaon East,980,3,35400000
Goregaon East,1418,4,28500000
Andheri East,1050,2,16100000
Goregaon West,627,2,21700000
Goregaon West,894,3,6200000
Dahisar,480,1,45199999
Borivali East,2800,4,7500000
Borivali West,420,1,18000000
Malad West,1400,2,26000000
Wadala East,955,2,39800000
Andheri West,2525,4,42500000
Ville Parle West,1350,3,11700000
Panvel,1440,3,11700000
Panvel,1440,3,12600000
Powai,650,1,10000000
Powai,600,1,10000000
Powai,585,1,16500000
Thane West,1220,2,9500000
Borivali West,650,1,22500000
Chembur,900,2,72000000
Chembur,2800,5,55000000
Juhu,1500,3,55000000
Juhu,1500,3,16500000
Jogeshwari West,750,2,15500000
Jogeshwari West,950,2,18500000
Santacruz East,1100,2,22500000
Sion,961,2,20299999
Wadala,638,2,27000000
Chembur,949,3,80000000
Dadar East,2475,4,46500000
Powai,1500,3,27500000
Chembur,1270,3,17500000
Kandivali West,980,2,14500000
Dahisar,850,2,7500000
Dahisar East,600,1,21500000
Dahisar,950,2,18500000
Mulund West,1100,2,18000000
Mulund West,1100,2,5100000
Panvel,675,1,4700000
Panvel,675,1,8844000
Panvel,1051,2,15400000
Andheri East,670,2,19000000
Andheri East,890,3,22000000
Andheri East,1100,3,7290000
Panvel,950,2,7290000
Panvel,950,2,23000000
Andheri West,1250,2,36000000
Andheri West,1900,3,24000000
Andheri West,1300,2,4850000
Malad East,411,1,11100000
Thane West,886,2,12000000
Thane West,1046,2,13300000
Thane West,1158,2,18800000
Thane West,1662,3,10800000
Thane West,928,2,17500000
Malad West,750,2,6787000
Panvel,850,2,2400000
Nala Sopara,585,1,8100000
Malad West,729,1,12000000
Jogeshwari West,750,1,16000000
Borivali West,750,2,25600000
Wadala,902,2,47500000
Wadala,1440,3,27000000
Powai,1100,2,13500000
Ghatkopar East,1015,2,60000000
Bandra West,1200,2,9500000
Thane West,1050,2,5500000
Thane West,558,1,7200000
Ulwe,961,2,3000000
Ulwe,450,1,4500000
Ulwe,680,1,7198999
Ulwe,1150,2,7500000
Ulwe,1150,2,3000000
Ulwe,550,1,4000000
Ulwe,650,1,8700000
Mira Road East,950,2,8500000
Mira Road East,1150,2,8000000
Mira Road East,1150,2,6800000
Mira Road East,710,2,5500000
Mira Road East,681,1,8200000
Mira Road East,1025,2,7884000
Mira Road East,1080,2,8000000
Mira Road East,1050,2,12000000
Mira Road East,1275,3,8000000
Mira Road East,1050,2,5800000
Mira Road East,700,1,5500000
Mira Road East,650,1,8200000
Mira Road East,1015,2,9500000
Mira Road East,1185,3,8600000
Mira Road East,950,2,18200000
Goregaon West,941,2,25000000
Goregaon West,1189,3,35700000
Goregaon West,1710,4,28000000
Andheri West,1003,2,31700000
Andheri West,1166,2,39000000
Andheri West,1509,3,19000000
Goregaon East,1035,2,22300000
Goregaon East,1355,3,3100000
Virar,581,1,4300000
Virar,843,2,6400000
Mira Road East,495,1,9100000
Mira Road East,690,2,9000000
Thane West,676,2,11900000
Thane West,1020,3,20800000
Thane West,1214,3,20800000
Thane West,1639,3,33000000
Thane West,2519,4,16200000
Borivali West,1050,2,16200000
Borivali West,1050,2,2250000
Nala Sopara,590,1,2300000
Nala Sopara,550,1,2300000
Nala Sopara,550,1,9500000
Borivali West,750,1,14500000
Powai,800,2,9500000
Borivali West,575,1,19000000
Borivali West,750,2,18000000
Dahisar East,1300,3,29500000
Dahisar West,1500,3,38000000
Borivali West,1400,3,17000000
Borivali East,950,2,8200000
Kharghar,1015,2,22500000
Mulund West,1654,3,22500000
Mulund West,1654,3,5500000
Dahisar West,400,1,7500000
Dahisar West,650,1,18000000
Borivali West,1125,2,12000000
Borivali West,900,2,12600000
Borivali West,750,2,9000000
Dahisar West,550,1,12700000
Borivali West,750,2,8800000
Borivali West,600,1,6000000
Mira Road East,693,1,9000000
Kharghar,1060,2,9000000
Kharghar,1060,2,8600000
Kharghar,1100,2,8600000
Kharghar,1100,2,4200000
Ulwe,640,1,4200000
Ulwe,640,1,9000000
Kharghar,1031,2,9000000
Kharghar,1031,2,10000000
Kharghar,1100,2,5600000
Kharghar,620,1,5600000
Kharghar,620,1,8600000
Seawoods,615,1,23500000
Nerul,1310,1,8000000
Seawoods,605,1,21500000
Seawoods,1250,1,19100000
Seawoods,1205,1,21700000
Seawoods,1250,1,19200000
Seawoods,1205,1,19200000
Seawoods,1205,1,21500000
Seawoods,1300,1,19000000
Seawoods,1205,1,7500000
Seawoods,682,1,21000000
Seawoods,1425,1,21000000
Seawoods,1425,2,13500000
Seawoods,1092,1,8500000
Kharghar,1080,2,10500000
Kharghar,980,2,10500000
Kharghar,980,2,6500000
Kharghar,685,1,6500000
Kharghar,685,1,29000000
Khar West,1120,2,15500000
Kharghar,1525,3,13500000
Kharghar,1370,3,13500000
Kharghar,1370,3,9000000
Kharghar,1150,2,9000000
Kharghar,1150,2,14000000
Thane West,1250,3,14000000
Ghatkopar East,810,2,11000000
Ghatkopar East,642,1,51500000
Ville Parle East,2360,4,45500000
Parel,1620,3,90399999
Prabhadevi,3150,3,6000000
Ghatkopar East,335,1,35700000
Ville Parle East,1728,3,23000000
Chembur,1250,3,20500000
Ghatkopar West,1040,2,27000000
Mulund West,1560,3,15500000
Mulund West,927,2,22500000
Thane West,1835,3,9500000
Thane West,1050,2,8500000
Mulund East,600,1,2750000
Ulwe,450,1,7200000
Ulwe,1050,2,9000000
Ulwe,1550,2,7000000
Ulwe,1100,2,7500000
Ulwe,1150,2,4000000
Ulwe,650,1,3950000
Ulwe,630,1,4500000
Ulwe,680,1,14500000
Thane West,1335,3,95000000
Bandra Kurla Complex,3100,4,15500000
Kharghar,1450,3,28500000
Goregaon West,1289,3,7500000
Kharghar,920,2,8500000
Kharghar,1220,2,5600000
Kharghar,560,1,9000000
Kharghar,1060,2,24000000
Malad East,1290,2,9500000
Borivali West,600,1,17500000
Borivali West,650,2,17200000
Karanjade,1100,2,5499000
Thane West,500,1,15000000
Borivali West,600,2,21000000
Seawoods,1190,2,6500000
Kharghar,630,1,7000000
Kharghar,950,2,17500000
Chembur,1020,2,17500000
Chembur,1020,2,4000000
Kharghar,650,1,12500000
Kharghar,1650,3,14500000
Deonar,750,1,17000000
Chembur,1000,2,9500000
Kharghar,1150,2,4500000
Kharghar,650,1,4700000
Kharghar,625,1,7000000
Kharghar,950,2,10500000
Chembur,650,1,16500000
Kurla,950,2,2100000
Karjat,700,1,2064000
Karjat,600,1,2100000
Karjat,700,1,2888000
Karjat,962,2,2100000
Karjat,700,1,2064000
Karjat,688,1,2100000
Karjat,700,1,2064000
Karjat,688,1,2064000
Karjat,688,1,2898000
Karjat,966,2,2886000
Karjat,962,2,2100000
Karjat,700,1,2064000
Karjat,688,1,2100000
Karjat,700,1,2064000
Karjat,688,1,2898000
Karjat,966,2,2886000
Karjat,962,2,2064000
Karjat,688,1,2100000
Karjat,700,1,2064000
Karjat,688,1,3400000
Kharghar,650,1,65000000
Seawoods,3200,5,3200000
Naigaon East,610,1,2500000
Naigaon East,560,1,2000000
Naigaon East,510,1,18100000
Thane West,1153,3,3200000
Naigaon East,615,1,3200000
Naigaon East,615,1,10900000
Thane West,700,2,8700000
Goregaon West,585,1,14500000
Goregaon East,900,2,65000000
Goregaon West,2664,3,11000000
Goregaon West,600,1,9500000
Goregaon West,510,1,12600000
Goregaon West,885,2,11000000
Borivali West,592,1,2300000
Kanjurmarg East,450,1,2100000
Kurla West,425,1,2300000
Bandra East,425,1,2600000
Vashi,570,1,6900000
Kharghar,700,1,2150000
Kurla West,425,1,2100000
Kurla West,410,1,7500000
Kharghar,920,2,7000000
Kharghar,720,1,7400000
Kharghar,950,1,9300000
Kharghar,1100,2,6000000
Kharghar,700,1,5000000
Kharghar,650,1,9500000
Kharghar,1120,2,23500000
Malad West,1500,3,10000000
Kharghar,1125,2,5200000
Kharghar,650,1,5900000
Kalamboli,725,1,13500000
Thane West,931,3,11200000
Thane West,676,2,14800000
Thane West,880,3,13600000
Thane West,1140,3,15000000
Malad West,1170,2,9500000
Mulund West,660,1,21500000
Bhandup West,1264,3,6998999
Chembur,550,1,9500000
Kharghar,1150,2,6500000
Kharghar,700,1,6500000
Kharghar,700,1,6500000
Kharghar,650,1,6500000
Kharghar,650,1,6500000
Kharghar,711,1,11500000
Kharghar,1270,2,8000000
Ulwe,1050,2,15000000
Kharghar,1200,2,8000000
Ulwe,1100,2,8500000
Kharghar,1120,2,8500000
Kharghar,1120,2,6500000
Kharghar,950,2,34500000
Kandivali East,2465,3,17000000
Kharghar,1450,3,17000000
Kharghar,1450,3,5500000
Kharghar,675,1,5500000
Kharghar,675,1,8499000
Kharghar,1050,2,8500000
Kharghar,1100,2,51500000
Kandivali East,2095,5,14500000
Kandivali East,1000,2,10000000
Kharghar,1100,2,15500000
Kandivali East,850,2,36600000
Thane West,1625,4,25500000
Kandivali East,1750,3,27000000
Kandivali East,1750,3,27900000
Thane West,1245,3,25000000
Kandivali East,1750,3,3500000
Naigaon East,1250,2,2000000
Naigaon East,1252,1,2300000
Naigaon East,510,1,2300000
Naigaon East,510,1,16299999
Kandivali East,1090,2,12500000
Kandivali East,800,2,21500000
Kandivali East,1200,3,15200000
Thane West,739,2,9500000
Kharghar,1200,2,5500000
Ulwe,650,1,4200000
Ulwe,720,1,4200000
Ulwe,720,1,4200000
Kharghar,675,1,6900000
Kalyan East,1060,2,21000000
Kandivali East,1075,2,6990000
Chembur,450,1,15400000
Thane West,711,2,19200000
Thane West,863,3,21500000
Thane West,1012,3,16000000
Thane West,731,2,20200000
Thane West,969,3,21400000
Thane West,990,3,16500000
Chembur,662,2,24000000
Mulund West,1452,3,10700000
Mulund West,660,1,8500000
Malad West,685,1,8200000
Malad West,685,1,17500000
Kharghar,1600,3,2700000
Taloja,400,1,12900000
Thane West,1860,3,5900000
Thane West,632,1,8000000
Thane West,976,2,47000000
Worli,1500,3,37500000
Worli,1200,2,3747999
Palghar,833,2,40000000
Juhu,790,2,4351000
Palghar,967,2,14800000
Wadala East,800,1,18000000
Wadala,850,2,6500000
Thane West,400,1,10900000
Thane West,876,2,11000000
Jogeshwari West,535,1,14000000
Thane West,1137,3,5500000
Taloja,900,2,5700000
Thane West,486,1,6900000
Kalyan West,1130,2,4600000
Kalamboli,650,1,25000000
Goregaon West,1600,3,20000000
Goregaon West,1250,2,11000000
Thane West,1000,2,14800000
Thane West,1300,3,9900000
Thane West,784,2,13500000
Thane West,1146,3,9000000
Chembur,550,1,6900000
Borivali West,446,1,6900000
Borivali West,446,1,2200000
Nala Sopara,525,1,4140000
Dombivali East,920,2,4500000
Dombivali East,920,2,4500000
Dombivali East,920,2,4600000
Dombivali East,920,2,5500000
Kalyan West,800,2,5500000
Kalyan West,1080,2,4200000
Kalyan West,655,1,10800000
Thane West,928,2,4000000
Anjurdive,550,1,13899999
Thane West,900,2,8000000
Vitthalwadi,2000,3,3000000
Taloja,450,1,4000000
Bhiwandi,600,1,4500000
Kamothe,610,1,25000000
Andheri West,1250,2,51500000
Andheri West,1640,3,6350000
Mira Road,730,1,11800000
Thane West,984,2,3000000
Nala Sopara,575,1,17200000
Chembur,750,2,110000000
Juhu,1850,4,4850000
Ambernath East,900,2,13899999
Dahisar,992,2,8400000
Thane West,1020,2,26500000
Powai,1450,3,3500000
Andheri East,300,1,3500000
Jogeshwari East,300,1,5500000
Mulund East,400,1,29400000
Dahisar,1984,4,16500000
Thane West,1249,3,11900000
Thane West,1461,3,12300000
Thane West,1044,3,26900000
Powai,1505,3,16800000
Powai,975,2,17500000
Powai,978,2,5500000
Mulund East,400,1,16900000
Ghatkopar West,700,2,11900000
Kanjurmarg East,500,1,11000000
Borivali West,625,1,11100000
Seawoods,1205,1,9100000
Mira Road East,1185,3,11500000
Mira Road East,1390,3,43000000
Jogeshwari East,1820,2,38000000
Goregaon East,1690,2,28500000
Goregaon East,1200,2,31000000
Goregaon East,1200,1,41500000
Goregaon East,1820,3,16500000
Powai,1150,2,16500000
Powai,1150,2,15500000
Mulund East,985,2,6000000
Mulund East,350,1,9200000
Mulund East,558,1,7000000
Mulund East,345,1,12500000
Borivali West,800,2,8000000
Borivali West,500,1,6200000
Borivali West,425,1,14200000
Borivali West,900,2,12500000
Goregaon East,900,2,12200000
Kandivali East,1150,2,16200000
Borivali West,975,2,12200000
Kandivali East,1150,2,9100000
Borivali West,585,1,5100000
Borivali West,400,1,10000000
Borivali West,575,1,9800000
Borivali West,610,1,8750000
Borivali West,540,1,7800000
Borivali East,600,1,7400000
Borivali West,600,1,7400000
Borivali West,600,1,10000000
Borivali West,590,1,13500000
Borivali West,800,2,9500000
Borivali West,650,1,14000000
Kandivali West,1050,2,8750000
Borivali West,540,1,18500000
Borivali West,1950,3,16800000
Borivali West,1050,2,25000000
Borivali West,1600,3,14500000
Kandivali East,1150,2,10000000
Borivali West,650,1,14000000
Borivali West,800,2,13500000
Borivali West,850,2,14000000
Borivali West,750,2,7700000
Borivali West,590,1,10000000
Borivali East,600,1,9000000
Borivali West,610,1,22500000
Borivali West,1300,3,14500000
Kandivali West,950,2,6800000
Kalyan West,900,2,7000000
Taloja,1135,2,4500000
Taloja,738,1,3000000
Titwala,830,2,3000000
Titwala,830,2,4300000
Kalyan West,657,1,14000000
Belapur,1020,2,3700000
Boisar,750,2,15500000
Dahisar,850,2,20000000
Kandivali West,1500,3,5500000
Mira Road East,650,1,8000000
Mira Road East,800,2,24000000
Sanpada,2400,3,19500000
Belapur,1600,3,8000000
Santacruz East,350,1,7500000
Mira Road East,950,2,8600000
Mira Road East,1060,2,14000000
Borivali West,960,2,3425000
Titwala,845,2,2500000
Kalyan West,600,1,4300000
Boisar,810,3,22500000
Borivali West,1100,3,9620000
Thane West,1090,2,9100000
Mira Road East,1082,2,10800000
Thane West,1050,2,2000000
Bhoiwada Kalyan,390,1,5000000
Dahisar,685,1,11000000
Thane West,1096,2,8420000
Thane West,960,2,4100000
Kalyan West,640,1,16000000
Powai,810,2,10800000
Thane West,928,2,60000000
Powai,2365,4,9500000
Mira Road East,1050,2,8400000
Thane West,1002,2,88699999
Goregaon East,2500,4,2200000
Palghar,589,1,4517000
Dombivali East,500,1,18800000
Ville Parle East,772,2,15500000
Belapur,1300,2,16200000
Powai,1100,2,19000000
Seawoods,1291,2,11500000
Belapur,1000,2,2210000
Titwala,580,1,6000000
Mira Road East,650,2,2684000
Titwala,650,1,9200000
Bhayandar East,945,2,8000000
Mira Road East,800,2,24000000
Sanpada,2400,3,12900000
Malad West,1125,2,4300000
Kalyan West,657,1,14000000
Belapur,1020,2,3700000
Boisar,750,2,15500000
Dahisar,850,2,11500000
Belapur,1000,2,6000000
Mira Road East,650,2,2684000
Titwala,650,1,9520000
Thane West,1140,2,9200000
Bhayandar East,945,2,12900000
Malad West,1125,2,10000000
Kalyan West,1300,3,12000000
Kalyan West,1340,3,9620000
Thane West,1160,2,2669000
Titwala,639,1,2779000
Titwala,675,1,11200000
Thane West,1060,2,6299000
Kalyan West,759,1,4200000
Kalyan West,685,1,5500000
Kalyan West,1397,2,9900000
Thane West,1020,3,40000000
Worli,893,2,16500000
Powai,1000,2,14900000
Malad West,1050,2,75100000
Goregaon East,2100,3,11900000
Thane West,1461,3,26800000
Powai,1502,3,27000000
Powai,1502,3,2600000
Dombivli (West),375,1,5850000
Thane West,625,1,30000000
Seawoods,2110,3,2378000
Titwala,575,1,2283000
Titwala,550,1,2435000
Titwala,590,1,16299999
Malad West,1145,2,11100000
Thane West,1160,2,5577000
Bhayandar East,715,1,7800000
Mira Road East,785,2,3329999
Titwala,820,2,70000000
Seawoods,2500,4,49500000
Worli,1092,3,17500000
Panvel,3200,5,2585000
Titwala,618,1,2574000
Titwala,615,1,2551000
Titwala,609,1,16800000
Seawoods,1100,2,5500000
Mira Road East,620,1,4095000
Dombivali,710,1,27000000
Belapur,2200,3,9000000
Mira Road East,925,2,14000000
Thane West,1500,3,8500000
Mira Road East,901,2,4600000
Bhayandar East,675,1,2500000
Boisar,550,2,23500000
Malad West,1090,2,7500000
Borivali West,600,1,5300000
Kalyan West,695,1,7500000
Kalyan West,970,2,7300000
Kalyan West,970,2,2599000
Dombivali East,600,1,2500000
Dombivali East,560,1,8500000
Mira Road East,901,2,2500000
Boisar,550,2,2582000
Titwala,670,1,8500000
Mira Road East,810,2,24000000
Wadala East,955,2,6200000
Mulund East,550,1,9000000
Thane West,924,2,6320000
Mira Road East,384,1,8800000
Thane West,1083,2,26400000
Ville Parle East,837,2,25000000
Andheri West,1100,2,15200000
Wadala East,513,1,5400000
Mira Road East,720,1,5850000
Thane West,520,1,3120000
Dombivali East,530,1,8359999
Thane West,930,2,9230000
Thane West,1230,2,2100000
Palghar,589,1,4500000
Dombivali,650,1,4200000
Dombivali,600,1,6450000
Thane West,610,1,5760000
Thane West,590,1,2174000
Titwala,570,1,2156000
Titwala,565,1,14900000
Thane West,1489,3,15200000
Thane West,1490,3,9700000
Mira Road East,1100,2,23500000
Malad West,1090,2,42000000
Goregaon East,1820,2,7500000
Borivali West,600,1,13500000
Mulund East,985,2,30000000
Thane West,2000,4,25000000
Hiranandani Estates,2000,3,43500000
Hiranandani Estates,2200,4,7000000
Mira Road East,890,2,110000000
Juhu,1843,4,8500000
Kamothe,1050,2,6500000
Kalwa,580,1,8000000
Ulwe,1000,2,7600000
Kalyan West,920,2,23000000
Ghansoli,1650,3,2460000
Taloja,510,1,4300000
Kalyan West,635,1,4600000
Beturkar Pada,680,1,6000000
Kalyan West,950,2,7548000
Panvel,950,2,6600000
Kalyan West,975,2,26900000
Powai,1545,3,13100000
Kalyan West,1100,3,6787000
Panvel,850,2,5000000
Kalyan West,625,1,6500000
Kalwa,720,1,18800000
Andheri East,1100,2,8000000
Kalyan West,955,2,8700000
Dombivli (West),1075,2,4500000
Dombivali East,690,1,3599000
Kalyan West,620,1,2700000
Virar,680,1,2700000
Virar West,650,1,12000000
Ulwe,1550,3,17500000
Malad West,1100,2,7798999
Malad West,700,1,4400000
Ulwe,685,1,27000000
Goregaon East,1400,3,13000000
Ulwe,1350,2,19500000
Goregaon East,1100,2,19200000
Chembur,1278,2,26800000
Chembur,1787,3,22400000
Chembur,1496,2,9100000
Kamothe,1168,2,20000000
Chembur,1000,2,20000000
Chembur,1200,2,17500000
Powai,910,2,12000000
Kalyan West,1560,3,10000000
Ulwe,1156,2,16500000
Ulwe,1660,3,20000000
Kandivali West,1450,3,21100000
Chembur,1050,2,30900000
Bhandup West,2066,3,16000000
Ulwe,1650,3,10000000
Ulwe,1156,2,16500000
Ulwe,1660,3,20000000
Kandivali West,1450,3,21100000
Chembur,1050,2,30900000
Bhandup West,2066,3,16000000
Ulwe,1650,3,18500000
Powai,965,2,10700000
Thane West,1100,2,19000000
Borivali West,1140,3,6022000
Mira Road East,730,1,9000000
Mira Road East,1050,2,11500000
Ulwe,1220,2,5000000
Dombivli (West),700,1,9500000
Ulwe,1150,2,10000000
Malad West,750,1,14000000
Malad West,1170,2,8500000
Malad West,700,1,9570000
Mira Road East,1160,2,14100000
Ulwe,1650,3,33500000
Sanpada,2000,4,14400000
Sanpada,860,2,2250000
Nala Sopara,590,1,9199000
Sanpada,600,1,6448999
Thane West,910,1,14000000
Malad West,1100,2,9500000
Malad West,700,1,9800000
Kurla,610,1,25500000
Belapur,1900,3,26000000
Borivali West,1500,3,18000000
Andheri East,700,2,4300000
Kharghar,700,1,14000000
Powai,1050,2,14500000
Chembur,1100,2,36100000
Bhandup West,2065,3,55599999
Bhandup West,3181,4,9499000
Chembur,499,1,16900000
Chembur,904,2,6000000
Dombivli (West),950,2,2249000
Dombivali,510,1,6700000
Kalamboli,925,2,4300000
Kharghar,700,1,14000000
Powai,1050,2,14500000
Chembur,1100,2,36100000
Bhandup West,2065,3,55599999
Bhandup West,3181,4,9499000
Chembur,499,1,16900000
Chembur,904,2,6000000
Dombivli (West),950,2,2249000
Dombivali,510,1,6700000
Kalamboli,925,2,16500000
Vikroli East,1100,2,15900000
Sion,826,2,11900000
Sion,538,1,22200000
Mulund West,742,2,20900000
Mulund West,697,2,19900000
Mulund West,664,2,19800000
Mulund West,663,2,19800000
Mulund West,661,2,28800000
Mulund West,963,3,30500000
Mulund West,1017,3,11200000
Ulwe,1150,2,37400000
Ulwe,3400,4,8500000
Kamothe,1050,2,6500000
Kalwa,580,1,7000000
Mira Road East,890,2,7600000
Kalyan West,920,2,45199999
Kandivali East,1850,4,4000000
Kalyan West,665,1,4000000
Kalyan West,665,1,13500000
Borivali East,850,2,4300000
Kalyan West,635,1,4600000
Beturkar Pada,680,1,25400000
Belapur,1900,3,94900000
Bandra West,2255,3,52400000
Bandra West,1182,2,19400000
Powai,1150,2,12100000
Ulwe,1215,2,3424000
Titwala,845,2,3424000
Titwala,845,2,33400000
Ulwe,2950,4,2582000
Titwala,670,1,17400000
Powai,885,2,10500000
Kandivali East,645,1,22500000
Belapur,1800,3,11399999
Powai,650,1,15900000
Belapur,1090,2,2250000
Nala Sopara,590,1,2300000
Nala Sopara,575,1,20000000
Malad East,1164,2,22500000
Sanpada,1500,3,40000000
Goregaon East,1820,2,18900000
Goregaon West,1435,3,10200000
Kandivali West,720,2,28700000
Powai,1600,3,11500000
Mulund East,650,1,22500000
Sanpada,1650,3,9100000
Kamothe,1168,2,8000000
Kalyan West,935,2,19500000
Powai,1120,2,9000000
Borivali East,560,1,8500000
Kandivali East,560,1,17900000
Goregaon West,1250,2,8500000
Kandivali East,570,1,8000000
Kandivali East,495,1,5300000
Thane West,500,1,18000000
Mulund East,980,2,8500000
Mira Road East,1150,2,7050000
Mira Road East,890,2,3900000
Ambernath East,625,1,3800000
Karanjade,685,1,3800000
Karanjade,685,1,11200000
Thane West,1130,2,2360000
Taloja,546,1,5500000
Kalyan West,695,1,2320000
Taloja,570,1,3900000
Kalyan West,695,1,8000000
Kalyan West,1140,2,2600000
Titwala,650,1,4500000
Kalyan West,700,1,8000000
Kalyan West,1095,2,9900000
Kalyan West,1495,3,4000000
Titwala,960,2,6000000
Kalyan West,945,2,8600000
Kalyan West,865,2,2500000
Kalyan West,421,1,2000000
Ambivli,640,1,4500000
Kalyan West,585,1,3800000
Kalyan West,595,1,4500000
Kalyan West,890,2,3500000
Kalyan West,550,1,5200000
Kalyan West,880,2,5200000
Kalyan West,695,1,2640000
Taloja,560,1,4000000
Kalyan West,665,1,6500000
